"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"119","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tpbp (tmp) Fiji Islands Region mb 4.4 2016/10/05 15:02:12 https://t.co/0rXtvxY2Pi https://t.co/0yFWxx97ZT",FALSE,0,NA,2016-10-05 15:08:30,FALSE,NA,"783685298668482565",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"120","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016toer (OK) Off W. Coast of S. Is., NZ MLv 3.4 2016/10/05 03:27:27 https://t.co/ZG6yulYoy3 https://t.co/LIblZd0vHr",FALSE,0,NA,2016-10-05 05:00:08,FALSE,NA,"783532200029487105",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"121","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016toee (OK) Off E. Coast of N. Is., NZ MLv 3.3 2016/10/05 03:11:31 https://t.co/rHnyDEpumr https://t.co/wmaDBT0qAO",FALSE,0,NA,2016-10-05 04:56:01,FALSE,NA,"783531165772898305",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"122","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016todk (OK) Vanuatu Islands MLv 4.0 2016/10/05 02:48:01 https://t.co/kG0uutLUUg https://t.co/TDxIsKqSuD",FALSE,0,NA,2016-10-05 02:53:45,FALSE,NA,"783500393686798337",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"123","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tnao (OK) Off E. Coast Honshu, Japan mb 5.3 2016/10/04 12:13:46 https://t.co/FZUDgg0L6R https://t.co/yVGg7s8sja",FALSE,0,NA,2016-10-04 22:39:44,FALSE,NA,"783436469415186432",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"124","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tmtd (OK) Off E. Coast of N. Is., NZ MLv 3.7 2016/10/04 08:28:10 https://t.co/eH3JvyXHGg https://t.co/dwZSdAals6",FALSE,0,NA,2016-10-04 21:42:37,FALSE,NA,"783422093736017920",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"125","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tmrm (OK) Fiji Islands Region mb 4.7 2016/10/04 07:38:46 https://t.co/CslafpqFz0 https://t.co/rWbnhJ243B",FALSE,0,NA,2016-10-04 21:40:00,FALSE,NA,"783421438610976768",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"126","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tmnj (OK) Loyalty Islands MLv 2.6 2016/10/04 05:37:04 https://t.co/VxpPQKHch5 https://t.co/cE34mTyFn3",FALSE,0,NA,2016-10-04 21:24:48,FALSE,NA,"783417612055089153",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"127","#<U+C9C0><U+C9C4> 23:01:11 Seismic intensity 0  Sagami Bay #Earthquake https://t.co/RKDr6pWKFn",FALSE,0,NA,2016-10-04 14:03:24,FALSE,NA,"783306529143296000",NA,"<a href=""http://kyomoniex.web.fc2.com/"" rel=""nofollow"">Earthquake Monitor Ex (<U+5F37><U+9707><U+30E2><U+30CB><U+30BF>Ex)</a>","IEgg_95",0,FALSE,FALSE,NA,NA
"128","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tmrm (tmp) Fiji Islands Region mb 4.9 2016/10/04 07:38:48 https://t.co/CslafpqFz0 https://t.co/u1mffFQQ1Z",FALSE,0,NA,2016-10-04 07:42:36,FALSE,NA,"783210698180431872",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"129","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tmdp (OK) Off E. Coast of N. Is., NZ MLv 4.1 2016/10/04 00:41:11 https://t.co/yhDJ8iZROo https://t.co/p8H9BfWS5D",FALSE,0,NA,2016-10-04 01:45:44,FALSE,NA,"783120890565242881",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
